Date,Country,State/Province,Confirmed,Deaths,Recovered,Active,Tests Conducted
2020-05-26,India,Delhi,2111,68,1665,378,7209
2020-05-26,USA,New York,3627,96,2306,1225,12550
2020-05-26,USA,California,1992,96,695,1201,10509
2020-05-26,USA,Texas,3774,150,3530,94,5222
2020-05-26,Brazil,São Paulo,3948,29,1056,2863,6054
2020-05-26,Brazil,Rio de Janeiro,3134,56,2772,306,7901
2020-05-26,Brazil,Bahia,2586,105,1446,1035,12048
2020-05-26,Italy,Lombardy,4388,2,2157,2229,9455
2020-05-26,Italy,Lazio,2353,11,1634,708,8956
2020-05-26,Italy,Veneto,622,11,487,124,6764
2020-05-26,South Africa,Gauteng,2896,55,2349,492,8304
2020-05-26,South Africa,KwaZulu-Natal,1497,24,1021,452,5768
2020-05-26,South Africa,Western Cape,1923,94,495,1334,7271
2020-05-27,India,Maharashtra,1693,29,415,1249,6784
2020-05-27,India,Kerala,2916,39,436,2441,5880
2020-05-27,India,Delhi,642,31,6,605,10513
2020-05-27,USA,New York,346,15,190,141,6513
2020-05-27,USA,California,4033,147,3558,328,9534
2020-05-27,USA,Texas,4020,46,3130,844,13394
2020-05-27,Brazil,São Paulo,2295,50,909,1336,5396
2020-05-27,Brazil,Rio de Janeiro,443,16,409,18,8376
2020-05-27,Brazil,Bahia,3918,138,133,3647,13150
2020-05-27,Italy,Lombardy,2844,100,715,2029,11334
2020-05-27,Italy,Lazio,986,44,530,412,9523
2020-05-27,Italy,Veneto,2585,2,48,2535,7037
2020-05-27,South Africa,Gauteng,3108,148,412,2548,9439
2020-05-27,South Africa,KwaZulu-Natal,2962,66,766,2130,12949
2020-05-27,South Africa,Western Cape,2153,30,1103,1020,10875
2020-05-28,India,Maharashtra,2810,93,753,1964,11981
2020-05-28,India,Kerala,3472,53,1716,1703,10571
2020-05-28,India,Delhi,2990,102,1145,1743,11374
2020-05-28,USA,New York,1473,73,268,1132,6217
2020-05-28,USA,California,818,17,241,560,8899
2020-05-28,USA,Texas,3120,50,597,2473,6570
2020-05-28,Brazil,São Paulo,3874,2,723,3149,11780
2020-05-28,Brazil,Rio de Janeiro,4092,34,3658,400,13562
2020-05-28,Brazil,Bahia,4374,184,2586,1604,13346
2020-05-28,Italy,Lombardy,2457,32,2302,123,4238
2020-05-28,Italy,Lazio,3263,25,2828,410,6939
2020-05-28,Italy,Veneto,491,6,416,69,5657
2020-05-28,South Africa,Gauteng,3903,161,394,3348,12273
2020-05-28,South Africa,KwaZulu-Natal,2741,66,1478,1197,9644
2020-05-28,South Africa,Western Cape,4590,142,2111,2337,11228
2020-05-29,India,Maharashtra,162,6,31,125,6914
2020-05-29,India,Kerala,4960,50,4725,185,14781
2020-05-29,India,Delhi,1429,36,727,666,7755
2020-05-29,USA,New York,4181,124,3173,884,12503
2020-05-29,USA,California,642,24,293,325,9240
2020-05-29,USA,Texas,1186,55,343,788,7713
2020-05-29,Brazil,São Paulo,3455,161,2508,786,11086
2020-05-29,Brazil,Rio de Janeiro,584,2,165,417,7213
2020-05-29,Brazil,Bahia,1869,40,648,1181,7642
2020-05-29,Italy,Lombardy,2191,77,1619,495,7635
2020-05-29,Italy,Lazio,3644,92,3063,489,13179
2020-05-29,Italy,Veneto,3688,105,685,2898,7700
2020-05-29,South Africa,Gauteng,189,2,186,1,5033
2020-05-29,South Africa,KwaZulu-Natal,2061,95,1435,531,4372
2020-05-29,South Africa,Western Cape,1725,21,813,891,4412
2020-05-30,India,Maharashtra,782,4,484,294,10767
2020-05-30,India,Kerala,440,0,394,46,7944
2020-05-30,India,Delhi,4292,195,681,3416,6994
2020-05-30,USA,New York,2150,79,636,1435,4531
2020-05-30,USA,California,3193,79,939,2175,8246
2020-05-30,USA,Texas,2327,56,517,1754,5477
2020-05-30,Brazil,São Paulo,4315,214,1397,2704,5783
2020-05-30,Brazil,Rio de Janeiro,287,10,182,95,6615
2020-05-30,Brazil,Bahia,3900,119,3567,214,13756
2020-05-30,Italy,Lombardy,2231,70,1822,339,5444
2020-05-30,Italy,Lazio,4417,45,3740,632,12543
2020-05-30,Italy,Veneto,4288,163,2536,1589,10976
2020-05-30,South Africa,Gauteng,3945,138,930,2877,6412
2020-05-30,South Africa,KwaZulu-Natal,3619,78,1498,2043,11372
2020-05-30,South Africa,Western Cape,2128,19,1243,866,3300
2020-05-31,India,Maharashtra,0,0,0,0,5698
2020-05-31,India,Kerala,3843,136,34,3673,12902
2020-05-31,India,Delhi,3908,76,37,3795,11960
2020-05-31,USA,New York,2399,76,947,1376,3517
2020-05-31,USA,California,4490,95,1544,2851,12235
2020-05-31,USA,Texas,4592,111,3233,1248,9686
2020-05-31,Brazil,São Paulo,1337,49,774,514,5951
2020-05-31,Brazil,Rio de Janeiro,2154,10,1729,415,7078
2020-05-31,Brazil,Bahia,4232,195,3276,761,9686
2020-05-31,Italy,Lombardy,2332,83,2178,71,7736
2020-05-31,Italy,Lazio,3382,48,280,3054,7370
2020-05-31,Italy,Veneto,1119,18,226,875,9579
2020-05-31,South Africa,Gauteng,3709,69,2869,771,12769
2020-05-31,South Africa,KwaZulu-Natal,1538,41,39,1458,5030
2020-05-31,South Africa,Western Cape,406,17,11,378,4452
2020-06-01,India,Maharashtra,837,18,275,544,3885
2020-06-01,India,Kerala,3591,2,953,2636,6068
2020-06-01,India,Delhi,1234,0,1010,224,5792
2020-06-01,USA,New York,2800,107,1276,1417,11965
2020-06-01,USA,California,3042,118,2854,70,4561
2020-06-01,USA,Texas,2705,20,598,2087,4623
2020-06-01,Brazil,São Paulo,2183,99,1607,477,4352
2020-06-01,Brazil,Rio de Janeiro,4449,120,1487,2842,8597
2020-06-01,Brazil,Bahia,2048,48,1696,304,3254
2020-06-01,Italy,Lombardy,999,49,731,219,6077
2020-06-01,Italy,Lazio,3152,113,1012,2027,4701
2020-06-01,Italy,Veneto,1631,58,1505,68,4170
2020-06-01,South Africa,Gauteng,4269,170,1707,2392,13015
2020-06-01,South Africa,KwaZulu-Natal,3187,79,1323,1785,6785
2020-06-01,South Africa,Western Cape,345,17,266,62,3346
2020-06-02,India,Maharashtra,2075,61,1307,707,7970
2020-06-02,India,Kerala,1627,46,106,1475,6195
2020-06-02,India,Delhi,925,15,648,262,9038
2020-06-02,USA,New York,2658,3,685,1970,8181
2020-06-02,USA,California,4789,30,3242,1517,9771
2020-06-02,USA,Texas,73,0,60,13,3612
2020-06-02,Brazil,São Paulo,3042,22,1018,2002,6625
2020-06-02,Brazil,Rio de Janeiro,4095,23,2809,1263,10639
2020-06-02,Brazil,Bahia,491,1,182,308,4012
2020-06-02,Italy,Lombardy,4393,202,879,3312,7454
2020-06-02,Italy,Lazio,3996,59,1297,2640,10686
2020-06-02,Italy,Veneto,3593,49,87,3457,10782
2020-06-02,South Africa,Gauteng,2934,34,1026,1874,4580
2020-06-02,South Africa,KwaZulu-Natal,3975,180,1792,2003,9803
2020-06-02,South Africa,Western Cape,4446,178,4014,254,8555
2020-06-03,India,Maharashtra,4642,47,4453,142,11338
2020-06-03,India,Kerala,2651,119,1127,1405,6278
2020-06-03,India,Delhi,564,16,158,390,8926
2020-06-03,USA,New York,2422,104,1078,1240,12295
2020-06-03,USA,California,3007,116,2,2889,12296
2020-06-03,USA,Texas,3105,47,76,2982,10070
2020-06-03,Brazil,São Paulo,1956,41,1476,439,3993
2020-06-03,Brazil,Rio de Janeiro,4415,209,3174,1032,8525
2020-06-03,Brazil,Bahia,4293,174,4075,44,7818
2020-06-03,Italy,Lombardy,2319,41,1678,600,8595
2020-06-03,Italy,Lazio,904,6,535,363,2996
2020-06-03,Italy,Veneto,358,4,91,263,1870
2020-06-03,South Africa,Gauteng,1655,13,994,648,5794
2020-06-03,South Africa,KwaZulu-Natal,808,2,584,222,8174
2020-06-03,South Africa,Western Cape,4013,134,2555,1324,9206
2020-06-04,India,Maharashtra,402,11,113,278,2563
2020-06-04,India,Kerala,107,1,83,23,9158
2020-06-04,India,Delhi,655,29,62,564,7568
2020-06-04,USA,New York,4571,190,3407,974,11617
2020-06-04,USA,California,477,19,136,322,10144
2020-06-04,USA,Texas,333,2,155,176,2609
2020-06-04,Brazil,São Paulo,1768,66,198,1504,4426
2020-06-04,Brazil,Rio de Janeiro,1892,68,789,1035,5996
2020-06-04,Brazil,Bahia,1582,67,1345,170,6657
2020-06-04,Italy,Lombardy,4669,160,1465,3044,12471
2020-06-04,Italy,Lazio,864,40,590,234,7728
2020-06-04,Italy,Veneto,3757,179,2724,854,11754
2020-06-04,South Africa,Gauteng,852,10,811,31,4807
2020-06-04,South Africa,KwaZulu-Natal,4505,102,4134,269,11034
2020-06-04,South Africa,Western Cape,1295,56,721,518,7458
2020-06-05,India,Maharashtra,4506,83,3045,1378,12261
2020-06-05,India,Kerala,3527,82,2492,953,8470
2020-06-05,India,Delhi,4613,139,1752,2722,11758
2020-06-05,USA,New York,4507,190,2081,2236,11405
2020-06-05,USA,California,3706,114,1626,1966,4709
2020-06-05,USA,Texas,283,4,8,271,9763
2020-06-05,Brazil,São Paulo,1106,19,13,1074,7026
2020-06-05,Brazil,Rio de Janeiro,1817,27,1752,38,7976
2020-06-05,Brazil,Bahia,177,4,141,32,9553
2020-06-05,Italy,Lombardy,4557,146,1267,3144,7101
2020-06-05,Italy,Lazio,309,14,182,113,3866
2020-06-05,Italy,Veneto,1133,16,751,366,6226
2020-06-05,South Africa,Gauteng,1908,32,1661,215,7828
2020-06-05,South Africa,KwaZulu-Natal,752,36,409,307,5314
2020-06-05,South Africa,Western Cape,632,20,494,118,4464
2020-06-06,India,Maharashtra,3999,176,2878,945,6561
2020-06-06,India,Kerala,4876,164,2460,2252,6488
2020-06-06,India,Delhi,4720,97,642,3981,6636
2020-06-06,USA,New York,2739,89,1778,872,10563
2020-06-06,USA,California,987,49,232,706,2174
2020-06-06,USA,Texas,3133,13,1248,1872,12724
2020-06-06,Brazil,São Paulo,337,10,276,51,3787
2020-06-06,Brazil,Rio de Janeiro,2677,128,904,1645,6186
2020-06-06,Brazil,Bahia,413,12,228,173,9682
2020-06-06,Italy,Lombardy,737,14,442,281,6484
2020-06-06,Italy,Lazio,3230,37,541,2652,9737
2020-06-06,Italy,Veneto,676,30,585,61,2483
2020-06-06,South Africa,Gauteng,4490,102,2150,2238,6883
2020-06-06,South Africa,KwaZulu-Natal,3264,128,1779,1357,6400
2020-06-06,South Africa,Western Cape,1104,30,405,669,10097
2020-06-07,India,Maharashtra,3238,146,803,2289,12827
2020-06-07,India,Kerala,2017,31,146,1840,7379
2020-06-07,India,Delhi,3523,82,2804,637,5990
2020-06-07,USA,New York,921,42,423,456,8860
2020-06-07,USA,California,2992,89,780,2123,9246
2020-06-07,USA,Texas,2822,6,1248,1568,6595
2020-06-07,Brazil,São Paulo,2864,113,2552,199,6253
2020-06-07,Brazil,Rio de Janeiro,3608,11,3351,246,8433
2020-06-07,Brazil,Bahia,1635,47,319,1269,4040
2020-06-07,Italy,Lombardy,920,3,248,669,4339
2020-06-07,Italy,Lazio,2356,1,1406,949,5179
2020-06-07,Italy,Veneto,2499,57,1929,513,3871
2020-06-07,South Africa,Gauteng,2718,53,2203,462,7189
2020-06-07,South Africa,KwaZulu-Natal,1669,69,1071,529,6906
2020-06-07,South Africa,Western Cape,4495,123,1157,3215,5796
2020-06-08,India,Maharashtra,3085,149,2717,219,12716
2020-06-08,India,Kerala,356,8,87,261,2340
2020-06-08,India,Delhi,2326,25,1111,1190,4195
2020-06-08,USA,New York,3808,167,34,3607,5899
2020-06-08,USA,California,3183,69,2715,399,10084
2020-06-08,USA,Texas,883,1,299,583,8215
2020-06-08,Brazil,São Paulo,1893,48,1041,804,4524
2020-06-08,Brazil,Rio de Janeiro,2584,124,2445,15,12293
2020-06-08,Brazil,Bahia,721,11,203,507,9923
2020-06-08,Italy,Lombardy,3751,143,2918,690,5103
2020-06-08,Italy,Lazio,325,7,271,47,6320
2020-06-08,Italy,Veneto,2732,125,1611,996,6304
2020-06-08,South Africa,Gauteng,150,5,90,55,6972
2020-06-08,South Africa,KwaZulu-Natal,2476,30,2053,393,7995
2020-06-08,South Africa,Western Cape,507,20,131,356,7850
2020-06-09,India,Maharashtra,241,8,71,162,4936
2020-06-09,India,Kerala,1242,21,804,417,4490
2020-06-09,India,Delhi,719,24,533,162,5445
2020-06-09,USA,New York,3418,61,2346,1011,6920
2020-06-09,USA,California,3493,79,2479,935,9888
2020-06-09,USA,Texas,3679,138,539,3002,8066
2020-06-09,Brazil,São Paulo,1135,37,414,684,4397
2020-06-09,Brazil,Rio de Janeiro,2531,88,2145,298,5746
2020-06-09,Brazil,Bahia,3523,37,2687,799,7112
2020-06-09,Italy,Lombardy,2600,17,2282,301,12332
2020-06-09,Italy,Lazio,969,11,325,633,4353
2020-06-09,Italy,Veneto,241,12,81,148,8024
2020-06-09,South Africa,Gauteng,3368,77,1814,1477,8853
2020-06-09,South Africa,KwaZulu-Natal,1244,49,384,811,3993
2020-06-09,South Africa,Western Cape,1077,11,53,1013,6449
2020-06-10,India,Maharashtra,4961,145,1891,2925,9765
2020-06-10,India,Kerala,1891,87,53,1751,8777
2020-06-10,India,Delhi,651,30,137,484,9881
2020-06-10,USA,New York,4953,120,3063,1770,8967
2020-06-10,USA,California,3174,125,1940,1109,6427
2020-06-10,USA,Texas,1341,24,463,854,2869
2020-06-10,Brazil,São Paulo,3347,3,1105,2239,11114
2020-06-10,Brazil,Rio de Janeiro,1823,85,415,1323,6174
2020-06-10,Brazil,Bahia,541,5,449,87,9568
2020-06-10,Italy,Lombardy,2661,117,1010,1534,10666
2020-06-10,Italy,Lazio,3316,10,2490,816,10548
2020-06-10,Italy,Veneto,2563,100,2342,121,12347
2020-06-10,South Africa,Gauteng,4302,164,315,3823,13832
2020-06-10,South Africa,KwaZulu-Natal,895,28,467,400,2589
2020-06-10,South Africa,Western Cape,2012,66,1101,845,9493
2020-06-11,India,Maharashtra,321,12,264,45,2128
2020-06-11,India,Kerala,1555,37,900,618,9076
2020-06-11,India,Delhi,2494,99,1171,1224,11052
2020-06-11,USA,New York,1363,54,602,707,3256
2020-06-11,USA,California,4235,36,3797,402,12635
2020-06-11,USA,Texas,740,32,115,593,4685
2020-06-11,Brazil,São Paulo,4795,228,4476,91,8011
2020-06-11,Brazil,Rio de Janeiro,3220,105,1324,1791,11607
2020-06-11,Brazil,Bahia,204,2,116,86,4512
2020-06-11,Italy,Lombardy,3724,23,1024,2677,10033
2020-06-11,Italy,Lazio,1343,15,186,1142,4213
2020-06-11,Italy,Veneto,3681,162,1486,2033,6078
2020-06-11,South Africa,Gauteng,4291,181,3146,964,13674
2020-06-11,South Africa,KwaZulu-Natal,1309,48,1127,134,8544
2020-06-11,South Africa,Western Cape,359,5,171,183,3818
2020-06-12,India,Maharashtra,1328,18,366,944,3168
2020-06-12,India,Kerala,3437,78,1267,2092,11748
2020-06-12,India,Delhi,2365,80,740,1545,5291
2020-06-12,USA,New York,1077,12,7,1058,6223
2020-06-12,USA,California,100,3,63,34,9269
2020-06-12,USA,Texas,4452,206,47,4199,13536
2020-06-12,Brazil,São Paulo,1948,27,1205,716,10742
2020-06-12,Brazil,Rio de Janeiro,3717,104,1809,1804,6017
2020-06-12,Brazil,Bahia,4925,153,53,4719,9934
2020-06-12,Italy,Lombardy,4483,71,1700,2712,6284
2020-06-12,Italy,Lazio,1514,18,112,1384,8232
2020-06-12,Italy,Veneto,300,4,16,280,6189
2020-06-12,South Africa,Gauteng,2712,22,200,2490,5496
2020-06-12,South Africa,KwaZulu-Natal,3415,45,660,2710,9074
2020-06-12,South Africa,Western Cape,4873,146,4605,122,8779
2020-06-13,India,Maharashtra,3730,148,1475,2107,5317
2020-06-13,India,Kerala,762,19,330,413,7800
2020-06-13,India,Delhi,3104,17,1750,1337,5167
2020-06-13,USA,New York,2398,60,551,1787,5397
2020-06-13,USA,California,2248,42,2158,48,10027
2020-06-13,USA,Texas,4297,53,1712,2532,6250
2020-06-13,Brazil,São Paulo,895,36,747,112,10561
2020-06-13,Brazil,Rio de Janeiro,718,30,619,69,6423
2020-06-13,Brazil,Bahia,3498,155,1296,2047,8752
2020-06-13,Italy,Lombardy,4304,147,2898,1259,7429
2020-06-13,Italy,Lazio,4609,127,4257,225,13763
2020-06-13,Italy,Veneto,4034,46,3619,369,8846
2020-06-13,South Africa,Gauteng,2379,24,6,2349,5315
2020-06-13,South Africa,KwaZulu-Natal,196,7,160,29,3128
2020-06-13,South Africa,Western Cape,1698,78,849,771,9481
2020-06-14,India,Maharashtra,372,10,179,183,4850
2020-06-14,India,Kerala,92,1,88,3,5706
2020-06-14,India,Delhi,2084,101,138,1845,8126
2020-06-14,USA,New York,2459,64,2252,143,8766
2020-06-14,USA,California,50,0,43,7,6510
2020-06-14,USA,Texas,2796,101,2330,365,4273
2020-06-14,Brazil,São Paulo,1438,24,676,738,7974
2020-06-14,Brazil,Rio de Janeiro,3924,121,3265,538,5506
2020-06-14,Brazil,Bahia,1112,30,318,764,9658
2020-06-14,Italy,Lombardy,4398,85,3788,525,12180
2020-06-14,Italy,Lazio,458,16,153,289,6627
2020-06-14,Italy,Veneto,4548,137,153,4258,8960
2020-06-14,South Africa,Gauteng,4730,175,2717,1838,11523
2020-06-14,South Africa,KwaZulu-Natal,542,4,287,251,2052
2020-06-14,South Africa,Western Cape,2778,96,2566,116,12531
2020-06-15,India,Maharashtra,1359,49,383,927,4273
2020-06-15,India,Kerala,2525,90,1288,1147,4043
2020-06-15,India,Delhi,2224,52,355,1817,11367
2020-06-15,USA,New York,1946,47,925,974,7904
2020-06-15,USA,California,1770,67,619,1084,5637
2020-06-15,USA,Texas,919,23,803,93,2531
2020-06-15,Brazil,São Paulo,1655,11,908,736,10945
2020-06-15,Brazil,Rio de Janeiro,204,7,128,69,3728
2020-06-15,Brazil,Bahia,1558,43,990,525,11137
2020-06-15,Italy,Lombardy,2542,83,586,1873,5151
2020-06-15,Italy,Lazio,4228,173,543,3512,8589
2020-06-15,Italy,Veneto,299,7,198,94,9857
2020-06-15,South Africa,Gauteng,948,0,318,630,2669
2020-06-15,South Africa,KwaZulu-Natal,4868,223,713,3932,11328
2020-06-15,South Africa,Western Cape,3824,11,422,3391,13353
2020-06-16,India,Maharashtra,2559,5,2365,189,8673
2020-06-16,India,Kerala,1719,41,410,1268,5873
2020-06-16,India,Delhi,2347,35,2180,132,8575
2020-06-16,USA,New York,3613,171,481,2961,9080
2020-06-16,USA,California,1223,10,560,653,4098
2020-06-16,USA,Texas,124,4,71,49,9546
2020-06-16,Brazil,São Paulo,838,13,555,270,7577
2020-06-16,Brazil,Rio de Janeiro,4500,81,2220,2199,7819
2020-06-16,Brazil,Bahia,2320,73,1002,1245,6126
2020-06-16,Italy,Lombardy,583,9,346,228,10439
2020-06-16,Italy,Lazio,3634,12,532,3090,5109
2020-06-16,Italy,Veneto,3856,172,206,3478,6591
2020-06-16,South Africa,Gauteng,3142,13,352,2777,11129
2020-06-16,South Africa,KwaZulu-Natal,3210,45,2886,279,11514
2020-06-16,South Africa,Western Cape,2913,79,1361,1473,7159
2020-06-17,India,Maharashtra,4370,20,3814,536,7529
2020-06-17,India,Kerala,761,29,99,633,9225
2020-06-17,India,Delhi,2542,119,1927,496,7338
2020-06-17,USA,New York,1833,18,1763,52,7060
2020-06-17,USA,California,2977,100,751,2126,9389
2020-06-17,USA,Texas,2660,116,1996,548,4155
2020-06-17,Brazil,São Paulo,535,15,115,405,7293
2020-06-17,Brazil,Rio de Janeiro,3921,118,3464,339,7719
2020-06-17,Brazil,Bahia,2312,98,1427,787,5399
2020-06-17,Italy,Lombardy,4161,26,3323,812,6913
2020-06-17,Italy,Lazio,2669,18,1237,1414,12397
2020-06-17,Italy,Veneto,3776,102,2418,1256,11549
2020-06-17,South Africa,Gauteng,1954,79,499,1376,11931
2020-06-17,South Africa,KwaZulu-Natal,1302,61,786,455,3384
2020-06-17,South Africa,Western Cape,2791,53,2420,318,10854
2020-06-18,India,Maharashtra,3566,145,3224,197,10172
2020-06-18,India,Kerala,4460,177,1934,2349,8295
2020-06-18,India,Delhi,638,31,117,490,9222
2020-06-18,USA,New York,2665,24,1823,818,6551
2020-06-18,USA,California,2523,122,1662,739,4663
2020-06-18,USA,Texas,4900,27,3104,1769,11264
2020-06-18,Brazil,São Paulo,4049,165,2704,1180,6056
2020-06-18,Brazil,Rio de Janeiro,741,13,142,586,1744
2020-06-18,Brazil,Bahia,1201,42,305,854,9622
2020-06-18,Italy,Lombardy,4352,74,3194,1084,12678
2020-06-18,Italy,Lazio,1602,26,1395,181,7789
2020-06-18,Italy,Veneto,2455,72,1247,1136,10577
2020-06-18,South Africa,Gauteng,2820,22,2386,412,3953
2020-06-18,South Africa,KwaZulu-Natal,4181,103,3471,607,7270
2020-06-18,South Africa,Western Cape,2409,7,1512,890,12401
2020-06-19,India,Maharashtra,435,0,360,75,7320
2020-06-19,India,Kerala,898,18,31,849,5752
2020-06-19,India,Delhi,3536,151,1614,1771,9748
2020-06-19,USA,New York,3135,103,1562,1470,11265
2020-06-19,USA,California,4465,54,1420,2991,13245
2020-06-19,USA,Texas,1139,12,787,340,8041
2020-06-19,Brazil,São Paulo,3417,39,1181,2197,6473
2020-06-19,Brazil,Rio de Janeiro,1100,0,146,954,2357
2020-06-19,Brazil,Bahia,1179,46,996,137,9334
2020-06-19,Italy,Lombardy,1112,5,281,826,8925
2020-06-19,Italy,Lazio,3735,178,2475,1082,11709
2020-06-19,Italy,Veneto,1472,58,1043,371,9420
2020-06-19,South Africa,Gauteng,4522,209,3686,627,11825
2020-06-19,South Africa,KwaZulu-Natal,2910,57,761,2092,10869
2020-06-19,South Africa,Western Cape,4952,1,4734,217,14113
2020-06-20,India,Maharashtra,1939,91,1027,821,7350
2020-06-20,India,Kerala,3365,139,2360,866,10377
2020-06-20,India,Delhi,274,0,247,27,7312
2020-06-20,USA,New York,927,37,493,397,3238
2020-06-20,USA,California,1163,46,1078,39,6741
2020-06-20,USA,Texas,3808,132,320,3356,13382
2020-06-20,Brazil,São Paulo,4997,22,2008,2967,13737
2020-06-20,Brazil,Rio de Janeiro,639,19,54,566,7267
2020-06-20,Brazil,Bahia,4382,199,88,4095,13063
2020-06-20,Italy,Lombardy,3719,131,1921,1667,10150
2020-06-20,Italy,Lazio,3448,90,3269,89,9275
2020-06-20,Italy,Veneto,2369,21,144,2204,8350
2020-06-20,South Africa,Gauteng,4617,66,503,4048,13369
2020-06-20,South Africa,KwaZulu-Natal,4736,43,4692,1,6581
2020-06-20,South Africa,Western Cape,2390,103,111,2176,8089
2020-06-21,India,Maharashtra,3971,21,519,3431,13254
2020-06-21,India,Kerala,629,17,258,354,3800
2020-06-21,India,Delhi,2301,35,1052,1214,3533
2020-06-21,USA,New York,913,38,178,697,4389
2020-06-21,USA,California,3658,94,3308,256,7531
2020-06-21,USA,Texas,2140,100,1435,605,7009
2020-06-21,Brazil,São Paulo,3972,46,3274,652,13612
2020-06-21,Brazil,Rio de Janeiro,271,5,43,223,3647
2020-06-21,Brazil,Bahia,4878,239,1262,3377,14003
2020-06-21,Italy,Lombardy,3382,98,974,2310,11593
2020-06-21,Italy,Lazio,1370,26,1183,161,8023
2020-06-21,Italy,Veneto,445,20,135,290,3345
2020-06-21,South Africa,Gauteng,430,5,237,188,7963
2020-06-21,South Africa,KwaZulu-Natal,3901,77,1950,1874,13625
2020-06-21,South Africa,Western Cape,1914,48,1399,467,9304
2020-06-22,India,Maharashtra,3887,67,594,3226,13577
2020-06-22,India,Kerala,3561,3,1182,2376,11914
2020-06-22,India,Delhi,3129,80,2171,878,4801
2020-06-22,USA,New York,797,34,652,111,7594
2020-06-22,USA,California,3537,156,2670,711,9003
2020-06-22,USA,Texas,2744,69,1093,1582,5354
2020-06-22,Brazil,São Paulo,2091,83,1196,812,9499
2020-06-22,Brazil,Rio de Janeiro,3777,172,3068,537,8738
2020-06-22,Brazil,Bahia,4822,197,1596,3029,14340
2020-06-22,Italy,Lombardy,2764,46,1283,1435,12736
2020-06-22,Italy,Lazio,86,0,8,78,1281
2020-06-22,Italy,Veneto,3368,25,2151,1192,6070
2020-06-22,South Africa,Gauteng,3653,89,898,2666,9294
2020-06-22,South Africa,KwaZulu-Natal,2063,24,69,1970,3451
2020-06-22,South Africa,Western Cape,753,3,608,142,5305
2020-06-23,India,Maharashtra,4910,163,997,3750,7875
2020-06-23,India,Kerala,707,8,384,315,4734
2020-06-23,India,Delhi,908,44,188,676,6058
2020-06-23,USA,New York,2413,59,310,2044,10842
2020-06-23,USA,California,2264,98,1748,418,8562
2020-06-23,USA,Texas,2108,20,303,1785,7651
2020-06-23,Brazil,São Paulo,511,12,198,301,6961
2020-06-23,Brazil,Rio de Janeiro,492,8,416,68,5828
2020-06-23,Brazil,Bahia,1457,56,142,1259,10513
2020-06-23,Italy,Lombardy,1643,78,804,761,5566
2020-06-23,Italy,Lazio,4030,27,589,3414,13887
2020-06-23,Italy,Veneto,3532,55,2514,963,6272
2020-06-23,South Africa,Gauteng,3617,66,423,3128,5188
2020-06-23,South Africa,KwaZulu-Natal,597,2,585,10,5702
2020-06-23,South Africa,Western Cape,3652,4,2038,1610,7090
2020-06-24,India,Maharashtra,7,0,6,1,5372
2020-06-24,India,Kerala,1241,44,675,522,8652
2020-06-24,India,Delhi,4707,0,4222,485,13746
2020-06-24,USA,New York,3916,111,1654,2151,6064
2020-06-24,USA,California,4424,57,27,4340,11722
2020-06-24,USA,Texas,3949,31,2323,1595,13719
2020-06-24,Brazil,São Paulo,2940,85,2792,63,8901
2020-06-24,Brazil,Rio de Janeiro,3281,14,2589,678,5766
2020-06-24,Brazil,Bahia,2992,136,1392,1464,5310
2020-06-24,Italy,Lombardy,3765,74,2653,1038,8092
2020-06-24,Italy,Lazio,1446,70,80,1296,8740
2020-06-24,Italy,Veneto,1564,38,1425,101,8955
2020-06-24,South Africa,Gauteng,874,40,705,129,7760
2020-06-24,South Africa,KwaZulu-Natal,3985,21,3625,339,12160
2020-06-24,South Africa,Western Cape,1552,17,73,1462,5715
2020-06-25,India,Maharashtra,207,9,61,137,9222
2020-06-25,India,Kerala,3184,16,2214,954,9225
2020-06-25,India,Delhi,4093,136,3952,5,12454
2020-06-25,USA,New York,134,0,86,48,2052
2020-06-25,USA,California,2766,10,1660,1096,5702
2020-06-25,USA,Texas,1734,83,1366,285,11304
2020-06-25,Brazil,São Paulo,3754,173,3564,17,13545
2020-06-25,Brazil,Rio de Janeiro,1220,47,477,696,3400
2020-06-25,Brazil,Bahia,302,4,250,48,1614
2020-06-25,Italy,Lombardy,3860,158,187,3515,8836
2020-06-25,Italy,Lazio,1069,0,352,717,2887
2020-06-25,Italy,Veneto,2517,105,398,2014,10991
2020-06-25,South Africa,Gauteng,1398,8,217,1173,4268
2020-06-25,South Africa,KwaZulu-Natal,4072,152,3273,647,8685
2020-06-25,South Africa,Western Cape,516,25,103,388,8499
2020-06-26,India,Maharashtra,2763,102,1328,1333,5742
2020-06-26,India,Kerala,4718,139,1125,3454,10986
2020-06-26,India,Delhi,1746,5,1214,527,5587
2020-06-26,USA,New York,2748,16,494,2238,8235
2020-06-26,USA,California,1157,48,850,259,4910
2020-06-26,USA,Texas,3030,141,675,2214,11217
2020-06-26,Brazil,São Paulo,1995,74,83,1838,5180
2020-06-26,Brazil,Rio de Janeiro,818,40,627,151,7980
2020-06-26,Brazil,Bahia,1292,2,997,293,3614
2020-06-26,Italy,Lombardy,52,0,11,41,2512
2020-06-26,Italy,Lazio,4863,227,2324,2312,12682
2020-06-26,Italy,Veneto,3899,177,519,3203,8276
2020-06-26,South Africa,Gauteng,1172,40,554,578,10742
2020-06-26,South Africa,KwaZulu-Natal,3689,105,979,2605,7548
2020-06-26,South Africa,Western Cape,308,5,255,48,2750
